protAlbicans,geneID,protAuris,start,end,ANNOT_GENE_NAME,function,length,Ident,Align,Mismatches,Gaps,qStart,qEnd,sStart,sEnd,EValue,Score,qCover,ANNOT_GENE_ENTREZ_ID
C2_08050C_A-T-p1,B9J08_002465,PIS54686.1,518110,520131,C2_08050C_A,Siderophore transporter [Source:UniProtKB/TrEMBL;Acc:Q5A2T6],604,36.2,610,334,11,44,650,39,596,3.17e-115,356,90.2,
C2_05260W_A-T-p1,B9J08_002466,PIS54687.1,522244,523962,C2_05260W_A,SH3 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PHB1],800,36.6,582,207,17,6,476,18,548,3.97e-70,239,82.3,
C2_05270W_A-T-p1,B9J08_002467,PIS54688.1,524349,527177,C2_05270W_A,"Transportin or cytosolic karyopherin beta, Spider biofilm induced",948,52.6,973,400,13,2,940,3,948,0.0,960,99.7,
C2_05280C_A-T-p1,B9J08_002468,PIS54689.1,527215,527670,C2_05280C_A,PIG-P domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PHD4],298,47.9,165,54,3,17,150,134,297,9.84e-41,136,88.7,
CR_01330W_A-T-p1,B9J08_002469,PIS54690.1,529127,532564,CR_01330W_A,Carbamoyl-phosphate synthase (Glutamine-hydrolyzing) [Source:UniProtKB/TrEMBL;Acc:Q5A8A6],1149,85.9,1123,155,2,26,1145,27,1149,0.0,1910,97.8,
CR_01350C_A-T-p1,B9J08_002470,PIS54691.1,532674,533552,CR_01350C_A,TPR_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5A9E7],293,64.4,292,103,1,1,291,1,292,4.35e-134,379,99.7,
CR_01360W_A-T-p1,B9J08_002472,PIS54693.1,535319,535900,CR_01360W_A,MIND complex subunit [Source:UniProtKB/TrEMBL;Acc:Q5A9E6],196,37.6,186,115,1,4,189,7,191,7.03e-37,125,96.4,
CR_01370C_A-T-p1,B9J08_002473,PIS54694.1,535944,536894,CR_01370C_A,Mitochondrial 37S ribosomal protein MRPS28 [Source:UniProtKB/TrEMBL;Acc:A0A1D8PRY0],320,50.3,320,143,4,1,306,1,318,5.02e-94,280,96.8,
C1_07570C_A-T-p1,B9J08_002474,PIS54695.1,537695,538870,C1_07570C_A,PseudoU_synth_2 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PE33],402,37.3,405,232,8,5,391,2,402,6.53e-85,262,99.0,
CR_02850C_A-T-p1,B9J08_002476,PIS54697.1,543451,545199,CR_02850C_A,Transcriptional regulator GZF3 [Source:UniProtKB/Swiss-Prot;Acc:Q5A201],712,41.0,556,214,12,31,562,124,589,1.14e-43,164,91.4,
CR_02820W_A-T-p1,B9J08_002477,PIS54698.1,545362,547032,CR_02820W_A,Phosphoglucomutase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PSA9],560,77.3,554,126,0,3,556,7,560,0.0,874,99.6,
C2_05250C_A-T-p1,B9J08_002478,PIS54699.1,548244,549521,C2_05250C_A,Aspartate transaminase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PHC9],437,74.6,425,105,2,3,424,12,436,2.78e-239,657,99.3,
C2_07070W_A-T-p1,B9J08_002479,PIS54700.1,551430,552440,C2_07070W_A,PKS_ER domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q59Z38],384,53.5,333,151,4,3,334,54,383,2.38e-115,337,98.8,
C2_01000W_A-T-p1,B9J08_002480,PIS54701.1,553494,555128,C2_01000W_A,MFS domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PG81],546,64.0,491,173,2,51,541,43,529,5.94e-237,660,90.3,
C2_01010W_A-T-p1,B9J08_002481,PIS54702.1,557132,558793,C2_01010W_A,MFS domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PG82],550,68.8,516,157,2,38,553,39,550,3.76e-265,733,93.3,
C2_05080C_A-T-p1,B9J08_002482,PIS54703.1,561019,561948,C2_05080C_A,25S rRNA adenine-N(1) methyltransferase [Source:UniProtKB/TrEMBL;Acc:Q59ZI0],328,50.5,323,141,8,1,309,10,327,2.73e-96,285,100,
C2_05090W_A-T-p1,B9J08_002483,PIS54704.1,562233,564500,C2_05090W_A,ATP-dependent RNA helicase MAK5 [Source:UniProtKB/Swiss-Prot;Acc:Q59ZH9],782,63.8,769,246,6,11,753,10,772,1.99e-302,845,98.4,
C2_05100C_A-T-p1,B9J08_002484,PIS54705.1,564617,565918,C2_05100C_A,eRF1_1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q59ZH8],436,86.9,420,55,0,4,423,6,425,3.72e-269,733,97.0,
C2_05110W_A-T-p1,B9J08_002485,PIS54706.1,567749,569164,C2_05110W_A,Lem3p [Source:UniProtKB/TrEMBL;Acc:A0A1D8PHB8],439,58.7,380,150,3,76,449,45,423,4.04e-170,484,79.4,
C2_05140W_A-T-p1,B9J08_002487,PIS54708.1,571162,574284,C2_05140W_A,Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PHB0],1126,53.0,952,405,8,101,1017,181,1125,0.0,947,88.2,
C2_05150W_A-T-p1,B9J08_002488,PIS54709.1,574306,575559,C2_05150W_A,RING-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q59ZH3],420,49.6,349,167,4,7,349,4,349,8.08e-104,312,82.3,
C5_03000C_A-T-p1,B9J08_002489,PIS54710.1,575584,578391,C5_03000C_A,"Ortholog of C. dubliniensis CD36 : Cd36_52760, C. parapsilosis CDC317 : CPAR2_303150, C. auris B8441 : B9J08_002489 and Candida tenuis NRRL Y-1498 : CANTEDRAFT_133407",1143,32.1,913,493,26,3,806,18,912,3.90e-122,397,86.0,
C5_03010W_A-T-p1,B9J08_002490,PIS54711.1,578537,580249,C5_03010W_A,U4/U6-U5 snRNP complex subunit [Source:UniProtKB/TrEMBL;Acc:A0A1D8PNL9],673,28.4,641,360,18,1,550,1,633,7.54e-26,110,96.5,
C5_03020W_A-T-p1,B9J08_002491,PIS54712.1,580765,584223,C5_03020W_A,Cu(2+)-transporting P-type ATPase [Source:UniProtKB/TrEMBL;Acc:Q5AG51],1204,51.2,1114,494,16,43,1118,59,1160,0.0,1060,93.4,
C5_03050C_A-T-p1,B9J08_002493,PIS54714.1,587081,587329,C5_03050C_A,Predicted GPI-anchored protein 58 [Source:UniProtKB/Swiss-Prot;Acc:Q5AG46],240,48.1,52,26,1,1,52,1,51,1.76e-05,38.9,63.4,
C5_03760C_A-T-p1,B9J08_002494,PIS54715.1,588499,591345,C5_03760C_A,Importin N-terminal domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PNS3],959,52.5,958,429,11,7,948,12,959,0.0,1014,99.4,
C5_03790W_A-T-p1,B9J08_002495,PIS54716.1,592367,592927,C5_03790W_A,Guanylate kinase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PNS0],190,77.7,184,41,0,3,186,7,190,1.17e-103,294,98.9,
CR_06040W_A-T-p1,B9J08_002496,PIS54717.1,595288,597207,CR_06040W_A,Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PT49],630,76.6,411,76,4,240,630,215,625,2.85e-221,628,61.2,
CR_06050W_A-T-p1,B9J08_002497,PIS54718.1,599853,600739,CR_06050W_A,Cyclin-dependent kinase 1 [Source:UniProtKB/Swiss-Prot;Acc:P43063],317,86.5,303,41,0,1,303,1,303,9.31e-202,552,97.7,
C4_03350C_A-T-p1,B9J08_002499,PIS54720.1,602914,604164,C4_03350C_A,Pyr_redox_2 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PLT0],447,42.0,424,222,7,11,416,30,447,2.26e-101,306,97.6,
CR_06060W_A-T-p1,B9J08_002500,PIS54721.1,604610,605500,CR_06060W_A,"Protein of unknown function, rat catheter and Spider biofilm induced",255,34.2,73,48,0,224,296,183,255,7.38e-11,59.3,24.7,
CR_06070W_A-T-p1,B9J08_002501,PIS54722.1,605919,606944,CR_06070W_A,"Putative microsomal beta-keto-reductase, transcript upregulated by treatment with ciclopirox olamine, induced by alpha pheromone in SpiderM medium, regulated by Sef1, Sfu1, and Hap43",408,67.9,340,106,1,1,337,60,399,6.14e-155,439,98.8,
C1_12650C_A-T-p1,B9J08_002502,PIS54723.1,607737,608139,C1_12650C_A,UBC core domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PFF9],137,83.2,137,23,0,1,137,1,137,2.47e-85,243,100,
C1_12660W_A-T-p1,B9J08_002503,PIS54724.1,609432,611465,C1_12660W_A,Spindle assembly checkpoint component MAD1 [Source:UniProtKB/Swiss-Prot;Acc:Q59PD6],696,34.6,697,411,12,6,667,5,691,1.92e-101,323,97.8,
C1_12670C_A-T-p1,B9J08_002504,PIS54725.1,611475,614108,C1_12670C_A,PRP1_N domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PFI2],911,33.1,930,540,16,1,871,1,907,3.54e-118,379,99.3,
C1_12680W_A-T-p1,B9J08_002505,PIS54726.1,614401,615918,C1_12680W_A,WD_REPEATS_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PFH2],517,75.6,517,114,5,1,505,1,517,1.33e-242,672,100,
C1_13720W_A-T-p1,B9J08_002506,PIS54727.1,616600,618489,C1_13720W_A,DUF4110 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5AKW8],638,71.5,590,159,3,48,629,49,637,2.03e-282,783,92.5,
C1_13730C_A-T-p1,B9J08_002508,PIS54729.1,620247,621218,C1_13730C_A,rRNA adenine N(6)-methyltransferase [Source:UniProtKB/TrEMBL;Acc:Q5AKW7],326,85.9,326,43,2,1,323,1,326,1.63e-196,540,100,
C1_13750C_A-T-p1,B9J08_002511,PIS54732.1,625730,626173,C1_13750C_A,"Ortholog of C. dubliniensis CD36 : Cd36_12740, C. parapsilosis CDC317 : CPAR2_201620, C. auris B8441 : B9J08_002511 and Candida tenuis NRRL Y-1498 : CANTEDRAFT_107586",198,49.4,156,59,2,12,147,39,194,2.82e-43,139,92.5,
C1_13760W_A-T-p1,B9J08_002512,PIS54733.1,626352,627947,C1_13760W_A,Phosphoacetylglucosamine mutase [Source:UniProtKB/TrEMBL;Acc:Q5AKW4],544,67.0,542,167,2,2,531,3,544,5.58e-267,736,99.8,
C1_13770C_A-T-p1,B9J08_002513,PIS54734.1,628004,628681,C1_13770C_A,Probable endonuclease LCL3 [Source:UniProtKB/Swiss-Prot;Acc:Q5AKW3],235,70.5,220,65,0,5,224,10,229,2.30e-119,337,97.8,
C1_12710C_A-T-p1,B9J08_002514,PIS54735.1,630202,631197,C1_12710C_A,EAF domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PFG3],467,34.2,117,63,2,1,104,31,146,7.17e-11,60.8,31.4,
C6_03100W_A-T-p1,B9J08_002517,PIS54737.1,632358,633551,C6_03100W_A,SWI5-dependent HO expression protein 3 [Source:UniProtKB/Swiss-Prot;Acc:Q5ABV6],519,47.5,244,128,0,29,272,39,282,3.52e-61,204,61.5,
C6_04220C_A-T-p1,B9J08_002519,PIS54739.1,636730,637872,C6_04220C_A,"Putative alanine glyoxylate aminotransferase, regulated by Gcn4p and hemoglobin, stationary phase enriched protein",215,78.2,165,36,0,1,165,46,210,2.28e-85,256,43.4,
C4_06590W_A-T-p1,B9J08_002520,PIS54740.1,638298,639104,C4_06590W_A,J domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5A1E4],274,55.7,271,112,4,2,268,7,273,4.24e-82,246,99.6,
C4_06600W_A-T-p1,B9J08_002521,PIS54741.1,640032,644408,C4_06600W_A,DNA topoisomerase 2 [Source:UniProtKB/TrEMBL;Acc:A0A1D8PMM1],1461,70.6,1244,344,10,56,1289,62,1293,0.0,1726,84.6,
C4_05900C_A-T-p1,B9J08_002522,PIS54742.1,645603,646724,C4_05900C_A,"Protein of unknown function, Rgt1, Hap43-repressed, flow model biofilm induced, Spider biofilm induced",392,32.5,194,61,7,232,367,208,389,1.03e-14,72.8,36.5,
C4_05890W_A-T-p1,B9J08_002523,PIS54743.1,647199,647597,C4_05890W_A,"Protein with a selenoprotein domain and a thioredoxin-like fold domain, similar to S. cerevisiae Vhs3p, which is a putative phosphopantothenoylcysteine decarboxylase",168,40.3,129,66,4,4,122,22,149,1.97e-27,97.8,90.2,
C4_05880W_A-T-p1,B9J08_002524,PIS54744.1,647937,649871,C4_05880W_A,Transcriptional regulatory protein GAT1 [Source:UniProtKB/Swiss-Prot;Acc:Q5A432],688,32.3,554,270,18,13,525,1,490,8.98e-37,144,79.7,
C1_05200C_A-T-p1,B9J08_002525,PIS54745.1,653256,653921,C1_05200C_A,"Protein of unknown function, constitutive expression independent of MTL or white-opaque status, upregulated in a cyr1 mutant",297,30.7,127,68,4,104,219,176,293,8.34e-12,61.2,52.5,
C1_05170C_A-T-p1,B9J08_002526,PIS54746.1,654112,655203,C1_05170C_A,CUE domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PDI5],426,40.1,307,123,6,87,344,112,406,1.02e-54,183,71.1,
C1_05180C_A-T-p1,B9J08_002527,PIS54747.1,656600,656829,C1_05180C_A,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7 [Source:UniProtKB/TrEMBL;Acc:A0A1D8PDI3],77,77.3,75,17,0,1,75,1,75,1.07e-42,131,88.2,
C1_05190C_A-T-p1,B9J08_002528,PIS54748.1,657321,657499,C1_05190C_A,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7 [Source:UniProtKB/TrEMBL;Acc:A0A1D8PDI1],76,69.2,65,20,0,7,71,7,71,6.85e-33,106,91.5,
C1_05140W_A-T-p1,B9J08_002529,PIS54749.1,664106,664918,C1_05140W_A,Biofilm regulator 1 [Source:UniProtKB/Swiss-Prot;Acc:Q59LY1],422,75.3,93,23,0,152,244,272,364,1.25e-42,148,34.4,
C1_05160C_A-T-p1,B9J08_002530,PIS54750.1,668648,669775,C1_05160C_A,"Putative phosphatidyl synthase, stationary phase enriched protein, transcript repressed by yeast-hypha switch, Hap43-repressed, rat catheter, Spider and flow model biofilm induced",398,55.6,354,150,5,26,372,40,393,1.87e-138,398,92.5,
C2_02940W_A-T-p1,B9J08_002531,PIS54751.1,670182,671840,C2_02940W_A,Uroporphyrinogen-III C-methyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PGS2],561,62.5,522,185,8,3,514,4,524,1.11e-213,602,92.8,
C2_02930C_A-T-p1,B9J08_002532,PIS54752.1,672821,674173,C2_02930C_A,Enhancer of translation termination 1 [Source:UniProtKB/Swiss-Prot;Acc:Q5A0J9],421,44.4,408,203,5,48,447,29,420,3.91e-102,309,88.9,
C2_02920W_A-T-p1,B9J08_002533,PIS54753.1,674525,675028,C2_02920W_A,Ubiquitin-like domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PGQ5],185,53.5,185,68,2,1,167,1,185,1.14e-62,189,100,
C2_02890W_A-T-p1,B9J08_002534,PIS54754.1,677340,679508,C2_02890W_A,PlsC domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5A0J6],718,52.0,692,288,9,20,690,27,695,1.98e-229,655,92.9,
C2_02870W_A-T-p1,B9J08_002535,PIS54755.1,680374,680949,C2_02870W_A,Trafficking protein particle complex subunit BET3 [Source:UniProtKB/TrEMBL;Acc:A0A1D8PGS6],191,75.0,188,46,1,5,191,4,191,2.10e-103,293,97.9,
C2_02860W_A-T-p1,B9J08_002536,PIS54756.1,682867,683937,C2_02860W_A,Fatty acid hydroxylase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5A0J3],342,69.1,314,97,0,1,314,1,314,1.76e-166,466,88.2,
C1_05830W_A-T-p1,B9J08_002537,PIS54757.1,684378,685265,C1_05830W_A,Methyltransf_11 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PDM3],306,46.6,307,151,5,1,295,1,306,7.53e-95,280,100,
C1_05840W_A-T-p1,B9J08_002538,PIS54758.1,685781,686764,C1_05840W_A,Prn1p [Source:UniProtKB/TrEMBL;Acc:A0A1D8PDN9],345,62.3,324,119,1,1,321,1,324,6.45e-148,418,98.2,
C1_05850W_A-T-p1,B9J08_002539,PIS54759.1,687172,688401,C1_05850W_A,DNA polymerase delta subunit 3 [Source:UniProtKB/TrEMBL;Acc:A0A1D8PDM8],403,28.6,440,245,13,1,409,1,402,9.21e-29,114,100,
C1_05890W_A-T-p1,B9J08_002540,PIS54760.1,689118,690278,C1_05890W_A,"Protein of unknown function, substrate for Kex2 processing in vitro, repressed by alpha pheromone in SpiderM medium, Spider biofilm induced, Bcr1-repressed in a/a RPMI biofilms",351,37.1,256,146,6,59,312,56,298,1.80e-39,142,65.8,
C1_05900W_A-T-p1,B9J08_002541,PIS54761.1,691584,693029,C1_05900W_A,"Protein of unknown function, mRNA binds to She3, Hap43 repressed gene, Spider biofilm induced",972,31.8,85,49,2,392,476,891,966,7.75e-07,49.7,17.7,
C1_05910W_A-T-p1,B9J08_002542,PIS54762.1,694326,695714,C1_05910W_A,Protein SIP5 [Source:UniProtKB/Swiss-Prot;Acc:Q5AA26],514,47.7,440,173,8,64,455,75,505,2.34e-122,364,84.8,
CR_03900W_A-T-p1,B9J08_002544,PIS54764.1,698266,699795,CR_03900W_A,Serine/threonine-protein kinase STE7 homolog [Source:UniProtKB/Swiss-Prot;Acc:Q5A6T5],589,59.6,384,112,5,154,498,207,586,4.90e-148,434,67.8,
CR_03890W_A-T-p1,B9J08_002545,PIS54765.1,700993,702780,CR_03890W_A,White-opaque regulator 3 [Source:UniProtKB/Swiss-Prot;Acc:Q5A6T8],641,56.8,118,37,1,306,409,248,365,6.56e-35,137,17.5,
CR_03870W_A-T-p1,B9J08_002546,PIS54766.1,704290,704571,CR_03870W_A,"Putative protein of unknown function, Hap43p-repressed gene, S. cerevisiae ortholog YDL157C localizes to mitochondria",100,57.6,99,35,3,1,92,1,99,5.43e-31,103,98.9,
CR_03860C_A-T-p1,B9J08_002547,PIS54767.1,709313,710824,CR_03860C_A,"Putative protein similar to S. cerevisiae Mgr3p, a subunit of the i-AAA protease supercomplex that degrades misfolded mitochondrial proteins",554,40.0,512,255,9,18,479,14,523,2.08e-112,342,91.8,
C5_02300C_A-T-p1,B9J08_002548,PIS54768.1,710990,712744,C5_02300C_A,Coatomer subunit delta [Source:UniProtKB/TrEMBL;Acc:A0A1D8PND9],573,48.6,599,267,13,1,584,1,573,9.95e-167,484,100,
C5_02290W_A-T-p1,B9J08_002549,PIS54769.1,712874,713929,C5_02290W_A,3'\5'-cyclic-nucleotide phosphodiesterase PDE1 [Source:UniProtKB/TrEMBL;Acc:Q5AGE4],426,35.1,393,183,10,1,323,1,391,1.12e-62,204,92.0,
C5_02230W_A-T-p1,B9J08_002550,PIS54770.1,714815,715633,C5_02230W_A,Proteasome subunit beta [Source:UniProtKB/TrEMBL;Acc:A0A1D8PNC8],278,62.8,277,97,2,1,271,1,277,4.78e-127,360,99.6,
C5_02210W_A-T-p1,B9J08_002553,PIS54773.1,718421,719371,C5_02210W_A,"Protein with a role in insertion of tail-anchored proteins into the ER membrane, Spider biofilm repressed",327,49.4,338,138,8,1,316,1,327,3.21e-99,293,100,
C5_02220C_A-T-p1,B9J08_002554,PIS54774.1,719432,720133,C5_02220C_A,Nudix hydrolase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5AGF0],192,67.2,177,54,3,54,230,9,181,5.02e-80,236,76.0,
C5_01980C_A-T-p1,B9J08_002555,PIS54775.1,720446,721105,C5_01980C_A,Has domain(s) with predicted calcium ion binding activity,226,47.7,214,109,2,5,217,10,221,7.04e-67,203,97.3,
C5_00850C_A-T-p1,B9J08_002556,PIS54776.1,721200,721502,C5_00850C_A,CX9C domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5A1L3],105,53.6,97,44,1,5,100,9,105,2.61e-34,112,96.0,
C4_06540W_A-T-p1,B9J08_002557,PIS54777.1,722147,724030,C4_06540W_A,Mnn4p [Source:UniProtKB/TrEMBL;Acc:A0A1D8PMM6],996,38.4,292,146,7,278,567,545,804,7.95e-55,199,46.3,
C7_02090C_A-T-p1,B9J08_002558,PIS54778.1,724556,725215,C7_02090C_A,UDENN FLCN/SMCR8-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PR13],266,42.7,262,99,5,8,218,4,265,4.85e-66,202,96.3,
CR_04410W_A-T-p1,B9J08_002559,PIS54779.1,725860,727347,CR_04410W_A,"Protein with a UV radiation resistance protein/autophagy-related protein 14 domain, Hap43p-induced gene, mutants are viable",441,25.4,456,295,12,57,487,6,441,9.91e-26,107,87.1,
CR_04420C_A-T-p1,B9J08_002560,PIS54780.1,727390,727824,CR_04420C_A,Repressed By RIM101 protein 2 [Source:UniProtKB/Swiss-Prot;Acc:Q5A6M2],168,55.0,80,36,0,20,99,22,101,8.30e-24,89.0,55.6,
CR_04450C_A-T-p1,B9J08_002562,PIS54782.1,730254,732491,CR_04450C_A,Chromatin modification protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PSS1],798,70.3,728,210,3,22,744,71,797,5.52e-229,658,97.0,
CR_04470W_A-T-p1,B9J08_002564,PIS54784.1,734458,735312,CR_04470W_A,Phosphatidylinositol N-acetylglucosaminyltransferase [Source:UniProtKB/TrEMBL;Acc:Q5A6L6],304,47.4,274,134,3,8,280,33,297,4.03e-78,237,96.1,
CR_04460C_A-T-p1,B9J08_002565,PIS54785.1,735458,736075,CR_04460C_A,"Ortholog of C. dubliniensis CD36 : Cd36_29810, C. parapsilosis CDC317 : CPAR2_206030, C. auris B8441 : B9J08_002565 and Candida tenuis NRRL Y-1498 : CANTEDRAFT_102086",265,37.1,205,102,5,28,205,61,265,2.15e-32,115,86.8,
CR_04510W_A-T-p1,B9J08_002566,PIS54786.1,736981,738435,CR_04510W_A,Hexokinase-2 [Source:UniProtKB/Swiss-Prot;Acc:P83776],484,74.6,481,122,0,1,481,1,481,9.48e-267,731,99.4,
CR_04520W_A-T-p1,B9J08_002567,PIS54787.1,738777,739208,CR_04520W_A,Mim1p [Source:UniProtKB/TrEMBL;Acc:A0A1D8PSS3],129,46.5,127,52,1,17,143,19,129,1.20e-31,107,88.8,
CR_04550W_A-T-p1,B9J08_002568,PIS54788.1,740178,740875,CR_04550W_A,Proteasome endopeptidase complex [Source:UniProtKB/TrEMBL;Acc:A0A1D8PSS4],250,82.0,250,45,0,1,250,1,250,2.75e-144,402,100,
CR_04560C_A-T-p1,B9J08_002569,PIS54789.1,740951,742074,CR_04560C_A,Flap endonuclease 1 [Source:UniProtKB/Swiss-Prot;Acc:Q5A6K8],372,73.5,377,95,2,1,377,1,372,1.02e-199,552,99.7,
C3_06440W_A-T-p1,B9J08_002570,PIS54790.1,742271,745321,C3_06440W_A,Peptidase S59 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PKH4],1096,45.7,350,140,11,705,1016,758,1095,2.21e-70,253,30.7,
C3_06430W_A-T-p1,B9J08_002571,PIS54791.1,746124,747324,C3_06430W_A,AP_endonuc_2 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PKJ7],364,71.2,354,96,2,32,379,11,364,1.18e-179,502,86.4,
C7_00220W_A-T-p1,B9J08_002572,PIS54792.1,747640,748611,C7_00220W_A,Has domain(s) with predicted exonuclease activity and intracellular anatomical structure localization,355,40.5,220,125,3,20,236,109,325,5.90e-47,160,67.2,
C7_00210C_A-T-p1,B9J08_002573,PIS54793.1,748757,751309,C7_00210C_A,Telomere_reg-2 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PQI3],788,33.8,841,485,22,14,846,8,784,3.65e-140,432,98.0,
C7_00170W_A-T-p1,B9J08_002575,PIS54795.1,752245,754629,C7_00170W_A,FXNA-related family protease 1 [Source:UniProtKB/TrEMBL;Acc:A0A1D8PQI1],767,60.0,757,274,9,36,788,33,764,1.45e-318,887,94.8,
C1_07670W_A-T-p1,B9J08_002576,PIS54796.1,755681,757087,C1_07670W_A,Zn(2)-C6 fungal-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PE43],197,40.3,62,37,0,28,89,13,74,1.91e-08,52.4,13.2,
C2_09810C_A-T-p1,B9J08_002577,PIS54797.1,757229,758548,C2_09810C_A,M20_dimer domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PIK3],434,58.0,426,173,2,17,437,8,432,3.35e-179,505,95.9,
C6_02650C_A-T-p1,B9J08_002578,PIS54798.1,758902,760290,C6_02650C_A,"Predicted membrane transporter, member of the anion:cation symporter (ACS) family, major facilitator superfamily (MFS)",485,58.2,455,185,3,2,451,8,462,2.72e-194,546,97.4,
C1_03560C_A-T-p1,B9J08_002580,PIS54800.1,761568,762602,C1_03560C_A,TFIIB-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5AHZ3],344,67.4,344,112,0,1,344,1,344,2.53e-168,470,100,
C7_02000C_A-T-p1,B9J08_002583,PIS54803.1,771919,773661,C7_02000C_A,"Putative allantoate permease, fungal-specific (no human or murine homolog)",558,65.9,516,176,0,65,580,43,558,2.11e-254,707,89.0,
C2_08050C_A-T-p1,B9J08_001948,PIS54805.1,15342,17324,C2_08050C_A,Siderophore transporter [Source:UniProtKB/TrEMBL;Acc:Q5A2T6],604,43.4,624,295,7,32,654,36,602,6.48e-174,507,94.4,
C3_02060W_A-T-p1,B9J08_001950,PIS54807.1,19386,20666,C3_02060W_A,Ortholog(s) have extracellular region localization,423,77.3,422,96,0,1,422,1,422,2.05e-261,712,99.1,
C7_00090C_A-T-p1,B9J08_001951,PIS54808.1,23437,25221,C7_00090C_A,Cell wall protein 1 [Source:UniProtKB/Swiss-Prot;Acc:G1UB63],1018,64.4,281,94,2,18,293,222,501,3.82e-69,239,46.5,
C4_00840W_A-T-p1,B9J08_001954,PIS54810.1,28026,30425,C4_00840W_A,"Ortholog of C. dubliniensis CD36 : Cd36_40890, C. parapsilosis CDC317 : CPAR2_401100, C. auris B8441 : B9J08_001954 and Candida tenuis NRRL Y-1498 : CANTEDRAFT_119698",604,33.5,487,267,15,350,799,133,599,2.13e-53,193,56.3,
C3_05190C_A-T-p1,B9J08_001955,PIS54811.1,30763,32061,C3_05190C_A,Metacaspase-1 [Source:UniProtKB/Swiss-Prot;Acc:Q5ANA8],448,60.3,325,120,5,114,431,125,447,2.04e-126,371,73.6,
C4_00830W_A-T-p1,B9J08_001956,PIS54812.1,32509,33378,C4_00830W_A,Sps20p [Source:UniProtKB/TrEMBL;Acc:Q59SL5],290,69.8,288,87,0,2,289,3,290,1.84e-143,403,99.7,
C7_04050W_A-T-p1,B9J08_001957,PIS54813.1,34016,34975,C7_04050W_A,J domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PRI1],331,48.5,332,153,5,2,319,4,331,3.10e-101,298,99.7,
C3_03870C_A-T-p1,B9J08_001958,PIS54814.1,36967,38739,C3_03870C_A,Candidapepsin-9 [Source:UniProtKB/Swiss-Prot;Acc:Q59SU1],544,40.0,533,270,13,1,524,1,492,1.05e-101,317,88.8,
C7_02800W_A-T-p1,B9J08_001959,PIS54815.1,39739,42999,C7_02800W_A,Histidine protein kinase NIK1 [Source:UniProtKB/Swiss-Prot;Acc:Q5A599],1081,87.7,1010,120,2,6,1015,16,1021,0.0,1660,93.0,
C7_02790C_A-T-p1,B9J08_001960,PIS54816.1,43093,46329,C7_02790C_A,DNA polymerase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PR64],1038,76.6,1062,221,9,19,1078,2,1038,0.0,1620,98.3,
