protAlbicans,geneID,protAuris,start,end,ANNOT_GENE_NAME,function,length,Ident,Align,Mismatches,Gaps,qStart,qEnd,sStart,sEnd,EValue,Score,qCover,ANNOT_GENE_ENTREZ_ID
CR_04910W_A-T-p1,B9J08_001965,PIS54821.1,53822,54973,CR_04910W_A,Geranylgeranyl transferase type I subunit beta [Source:UniProtKB/TrEMBL;Acc:A0A1D8PSW8],384,44.103,390,186,9,4,377,5,378,1.02e-106,317,98,
CR_04890W_A-T-p1,B9J08_001966,PIS54822.1,55242,56123,CR_04890W_A,ACPS domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q59N08],329,34.062,320,144,15,10,278,9,312,2.63e-35,127,92,
CR_04880W_A-T-p1,B9J08_001967,PIS54823.1,56195,57310,CR_04880W_A,Beta_elim_lyase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PSW2],369,67.945,365,116,1,3,366,1,365,0.0,529,98,
CR_04870C_A-T-p1,B9J08_001968,PIS54824.1,58093,59592,CR_04870C_A,Aldedh domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PSW6],501,67.066,501,163,1,1,499,1,501,0.0,724,100,
CR_04860C_A-T-p1,B9J08_001969,PIS54825.1,59874,61448,CR_04860C_A,F-box domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PSX4],462,37.037,135,79,3,213,341,324,458,1.15e-21,95.9,49,
C7_01550W_A-T-p1,B9J08_001970,PIS54826.1,62225,63412,C7_01550W_A,Bem2p [Source:UniProtKB/TrEMBL;Acc:Q5AGW7],2252,30.233,43,30,0,95,137,2107,2149,0.009,36.2,30,
CR_04830C_A-T-p1,B9J08_001971,PIS54827.1,64026,66407,CR_04830C_A,Vezatin domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q59N02],806,32.258,558,300,15,29,517,140,688,8.90e-49,183,62,
CR_04720C_A-T-p1,B9J08_001972,PIS54828.1,66506,70417,CR_04720C_A,Chromatin-remodeling ATPase INO80 [Source:UniProtKB/Swiss-Prot;Acc:Q59KI4],1387,64.465,1075,341,13,178,1225,324,1384,0.0,1372,86,
CR_04730W_A-T-p1,B9J08_001973,PIS54829.1,72138,72464,CR_04730W_A,Has domain(s) with predicted membrane localization,110,71.296,108,31,0,1,108,3,110,8.17e-54,161,100,
CR_04810W_A-T-p1,B9J08_001974,PIS54830.1,74336,75088,CR_04810W_A,KH type-2 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PSV5],251,92.576,229,17,0,6,234,5,233,2.75e-156,432,92,
CR_04740C_A-T-p1,B9J08_001975,PIS54831.1,75324,79376,CR_04740C_A,Formylglycinamide ribonucleotide amidotransferase [Source:UniProtKB/TrEMBL;Acc:Q59MZ5],1370,74.309,1374,320,10,1,1348,1,1367,0.0,2098,99,
CR_04750W_A-T-p1,B9J08_001976,PIS54832.1,80147,80413,CR_04750W_A,"(orf19.6316.4) Protein of unknown function, Hap43-induced, rat catheter and Spider biofilm induced",88,73.171,82,20,1,1,80,1,82,6.06e-35,112,91,
CR_04760C_A-T-p1,B9J08_001977,PIS54833.1,80705,82294,CR_04760C_A,"Predicted membrane transporter, member of the L-amino acid transporter-3 (LAT3) family, major facilitator superfamily (MFS)",561,62.410,556,168,6,8,528,11,560,0.0,687,98,
CR_04770C_A-T-p1,B9J08_001978,PIS54834.1,82752,83129,CR_04770C_A,"Ortholog of C. dubliniensis CD36 : Cd36_30140, C. parapsilosis CDC317 : CPAR2_204040, C. auris B8441 : B9J08_001978 and Candida tenuis NRRL Y-1498 : CANTEDRAFT_114703",189,45.833,48,26,0,78,125,142,189,6.12e-07,44.3,38,
CR_04780W_A-T-p1,B9J08_001979,PIS54835.1,83348,83794,CR_04780W_A,"DNA-directed RNA polymerases I, II, and III subunit RPABC3 [Source:UniProtKB/TrEMBL;Acc:Q59MZ8]",148,86.486,148,20,0,1,148,1,148,2.00e-92,262,100,
CR_04790W_A-T-p1,B9J08_001980,PIS54836.1,84086,84510,CR_04790W_A,Mvb12p [Source:UniProtKB/TrEMBL;Acc:A0A1D8PSU3],163,45.045,111,59,1,1,109,1,111,3.99e-35,117,74,
CR_04800W_A-T-p1,B9J08_001981,PIS54837.1,84836,86827,CR_04800W_A,"Putative alpha-1,3-mannosyltransferase MNT4 [Source:UniProtKB/Swiss-Prot;Acc:Q59MZ9]",719,26.969,749,414,25,2,649,1,717,8.41e-65,225,98,
C6_03790C_A-T-p1,B9J08_001984,PIS54838.1,89735,91366,C6_03790C_A,MFS domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5A8J5],546,29.956,454,288,13,70,506,38,478,2.43e-39,149,80,
C3_01820W_A-T-p1,B9J08_001985,PIS54839.1,92448,94925,C3_01820W_A,Beta-glucosidase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PJB5],866,37.907,860,490,17,6,822,5,863,0.0,560,99,
C2_01340W_A-T-p1,B9J08_001986,PIS54840.1,96299,96604,C2_01340W_A,Has domain(s) with predicted integral component of membrane localization,577,22.222,63,40,2,28,81,119,181,0.28,27.7,53,
C1_13630W_A-T-p1,B9J08_001987,PIS54841.1,97456,99141,C1_13630W_A,Cyb2p [Source:UniProtKB/TrEMBL;Acc:Q5AKX8],560,47.739,398,205,2,164,558,163,560,1.41e-134,401,83,
C2_08610W_A-T-p1,B9J08_001988,PIS54842.1,100201,100641,C2_08610W_A,FPP:FPP farnesyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PI71],448,28.378,74,38,3,22,89,125,189,1.2,26.9,47,
CR_04660C_A-T-p1,B9J08_001989,PIS54843.1,101388,102851,CR_04660C_A,UTP--glucose-1-phosphate uridylyltransferase [Source:UniProtKB/Swiss-Prot;Acc:Q59KI0],500,83.099,497,82,1,2,498,6,500,0.0,861,99,
C7_04040C_A-T-p1,B9J08_001991,PIS54844.1,105582,106835,C7_04040C_A,Nicotinate phosphoribosyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PRI0],421,62.410,415,152,3,4,417,8,419,0.0,541,99,
C7_04030C_A-T-p1,B9J08_001992,PIS54845.1,107012,109975,C7_04030C_A,Importin N-terminal domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PRI4],980,57.505,986,413,3,1,986,1,980,0.0,1180,99,
C4_04310W_A-T-p1,B9J08_001993,PIS54846.1,110113,110913,C4_04310W_A,Cox11p [Source:UniProtKB/TrEMBL;Acc:Q59PA0],273,67.364,239,78,0,27,265,33,271,1.25e-124,353,90,
C1_04070C_A-T-p1,B9J08_001994,PIS54847.1,111138,112244,C1_04070C_A,Protein geranylgeranyltransferase type II [Source:UniProtKB/TrEMBL;Acc:A0A1D8PD57],368,45.093,377,188,8,1,369,1,366,1.02e-113,333,100,
C3_03580C_A-T-p1,B9J08_001995,PIS54848.1,112456,113220,C3_03580C_A,Gtt13p [Source:UniProtKB/TrEMBL;Acc:A0A1D8PJQ3],263,59.438,249,100,1,5,252,8,256,4.56e-115,328,98,
C3_05640W_A-T-p1,B9J08_001996,PIS54849.1,113317,114567,C3_05640W_A,TauD domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PKA2],425,63.573,431,136,3,1,416,1,425,0.0,549,100,
C1_04000C_A-T-p1,B9J08_001997,PIS54850.1,114921,116273,C1_04000C_A,Putative mannosyltransferase [Source:UniProtKB/TrEMBL;Acc:Q59QH4],480,61.358,383,146,2,62,442,92,474,7.50e-177,501,85,
CR_02020C_A-T-p1,B9J08_001998,PIS54851.1,116510,118819,CR_02020C_A,Oligopeptide transporter [Source:UniProtKB/TrEMBL;Acc:A0A1D8PS46],783,29.987,757,502,15,5,752,26,763,5.70e-122,382,97,
C1_04030W_A-T-p1,B9J08_001999,PIS54852.1,120800,122857,C1_04030W_A,AA_TRNA_LIGASE_II domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PD81],698,58.408,666,261,8,27,680,33,694,0.0,784,95,
C1_04040C_A-T-p1,B9J08_002000,PIS54853.1,122906,125038,C1_04040C_A,Nucleolar protein 9 [Source:UniProtKB/Swiss-Prot;Acc:Q59QH0],720,67.804,674,194,6,54,710,53,720,0.0,910,93,
C3_03720W_A-T-p1,B9J08_002001,PIS54854.1,125236,125932,C3_03720W_A,Gtt11p [Source:UniProtKB/TrEMBL;Acc:A0A1D8PJR2],249,42.672,232,129,2,4,232,5,235,1.56e-64,199,95,
C3_03650W_A-T-p1,B9J08_002002,PIS54855.1,126995,128335,C3_03650W_A,20S-pre-rRNA D-site endonuclease NOB1 [Source:UniProtKB/TrEMBL;Acc:Q59SR4],466,55.814,473,168,9,4,446,5,466,0.0,533,99,
C3_03660W_A-T-p1,B9J08_002003,PIS54856.1,128769,130820,C3_03660W_A,Increased rDNA silencing protein 4 [Source:UniProtKB/Swiss-Prot;Acc:Q59SR6],638,42.771,332,148,12,382,682,318,638,7.22e-69,235,51,
C3_03670W_A-T-p1,B9J08_002004,PIS54857.1,131104,133296,C3_03670W_A,"Ortholog(s) have DNA binding, chromatin binding, histone deacetylase activity, role in gene silencing by RNA, histone deacetylation, negative regulation of transcription by RNA polymerase II and HDA1 complex, cytosol, nucleus localization",669,28.965,763,414,21,1,729,1,669,1.31e-86,285,99,
C3_03680W_A-T-p1,B9J08_002005,PIS54858.1,133647,135431,C3_03680W_A,Sphinganine-1-phosphate aldolase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PJQ9],589,60.611,589,211,7,19,594,9,589,0.0,721,97,
C3_03690W_A-T-p1,B9J08_002006,PIS54859.1,135728,136738,C3_03690W_A,"Putative vacuolar membrane transporter for cationic amino acids, Spider biofilm induced",286,42.384,302,139,8,52,335,1,285,7.53e-73,225,98,
C3_05950W_A-T-p1,B9J08_002007,PIS54860.1,136899,139145,C3_05950W_A,"Ortholog of C. dubliniensis CD36 : Cd36_85880, C. parapsilosis CDC317 : CPAR2_806870, C. auris B8441 : B9J08_002007 and Candida tenuis NRRL Y-1498 : CANTEDRAFT_96983",762,29.160,631,418,9,99,715,111,726,1.98e-78,265,82,
C3_05960W_A-T-p1,B9J08_002008,PIS54861.1,139279,142029,C3_05960W_A,Ase1p [Source:UniProtKB/TrEMBL;Acc:A0A1D8PKC6],906,33.838,925,499,22,29,904,45,905,8.71e-148,458,96,
C6_02230W_A-T-p1,B9J08_002009,PIS54862.1,142158,144131,C6_02230W_A,Found in mitochondrial proteome protein 38 [Source:UniProtKB/TrEMBL;Acc:Q59S77],684,71.363,653,160,4,3,630,4,654,0.0,941,96,
C6_02220W_A-T-p1,B9J08_002010,PIS54863.1,144492,145045,C6_02220W_A,Small COPII coat GTPase SAR1 [Source:UniProtKB/Swiss-Prot;Acc:Q59S78],190,85.789,190,27,0,1,190,1,190,5.59e-120,335,100,
C1_01190C_A-T-p1,B9J08_002011,PIS54864.1,145462,146853,C1_01190C_A,"N,N-dimethylaniline monooxygenase [Source:UniProtKB/TrEMBL;Acc:Q5A927]",463,48.571,455,228,4,4,456,11,461,2.28e-149,431,98,
C1_01220C_A-T-p1,B9J08_002012,PIS54865.1,148671,149618,C1_01220C_A,"Protein of unknown function, Hap43-repressed, rat catheter and Spider biofilm induced",250,35.160,219,93,9,1,206,1,183,8.39e-22,90.5,65,
C1_01250W_A-T-p1,B9J08_002013,PIS54866.1,149831,151675,C1_01250W_A,"Altered inheritance of mitochondria protein 9, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q5A922]",624,57.429,599,240,6,14,609,30,616,0.0,707,97,
C1_01260C_A-T-p1,B9J08_002014,PIS54867.1,151691,152416,C1_01260C_A,TRAPP subunit [Source:UniProtKB/TrEMBL;Acc:Q5A920],150,52.695,167,58,2,77,241,3,150,3.05e-59,182,68,
C1_01270W_A-T-p1,B9J08_002015,PIS54868.1,153082,154515,C1_01270W_A,Cta9p [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCF2],427,58.140,86,25,2,394,469,326,410,2.57e-21,94.0,16,
C1_01280C_A-T-p1,B9J08_002016,PIS54869.1,154544,154857,C1_01280C_A,Mediator of RNA polymerase II transcription subunit 22 [Source:UniProtKB/Swiss-Prot;Acc:Q5A917],115,43.363,113,62,1,1,113,1,111,3.68e-24,87.0,100,
C1_01290C_A-T-p1,B9J08_002017,PIS54870.1,155139,157103,C1_01290C_A,"Ortholog(s) have lipid droplet, peroxisome localization",757,36.364,209,132,1,444,651,547,755,1.90e-41,159,32,
C1_01300W_A-T-p1,B9J08_002018,PIS54871.1,157513,158499,C1_01300W_A,"Putative thioredoxin, Spider biofilm repressed",327,46.988,332,164,8,3,328,2,327,1.57e-104,307,99,
C1_01320W_A-T-p1,B9J08_002019,PIS54872.1,159510,160907,C1_01320W_A,Letm1 RBD domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PCG9],508,69.388,441,122,5,30,464,54,487,0.0,575,94,
C1_01330C_A-T-p1,B9J08_002020,PIS54873.1,161050,161511,C1_01330C_A,Deoxyuridine 5'-triphosphate nucleotidohydrolase [Source:UniProtKB/Swiss-Prot;Acc:P0CY19],159,81.761,159,23,2,1,153,1,159,4.15e-89,254,100,
C1_01340C_A-T-p1,B9J08_002021,PIS54874.1,161614,162483,C1_01340C_A,"Ortholog of C. dubliniensis CD36 : Cd36_01240, C. parapsilosis CDC317 : CPAR2_109140, C. auris B8441 : B9J08_002021 and Candida tenuis NRRL Y-1498 : CANTEDRAFT_114227",288,32.517,286,182,5,5,285,7,286,3.68e-44,149,97,
C4_02600C_A-T-p1,B9J08_002022,PIS54875.1,163325,165247,C4_02600C_A,"Ortholog(s) have histone binding activity, role in DNA replication-dependent nucleosome assembly and CAF-1 complex, chromatin, chromosome, centromeric region, nucleus localization",572,38.675,468,229,13,199,639,133,569,6.86e-76,251,69,
C4_02590C_A-T-p1,B9J08_002023,PIS54876.1,165371,167329,C4_02590C_A,Structure-specific endonuclease subunit SLX4 [Source:UniProtKB/Swiss-Prot;Acc:Q5AFV3],776,28.000,275,164,10,1,264,1,252,8.39e-14,72.8,76,
C4_02570C_A-T-p1,B9J08_002024,PIS54877.1,168122,170362,C4_02570C_A,[Histone H3]-trimethyl-L-lysine(9) demethylase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PLL0],606,48.722,665,248,18,1,634,1,603,0.0,595,85,
C4_02700W_A-T-p1,B9J08_002025,PIS54878.1,170509,172317,C4_02700W_A,"Ortholog(s) have DNA clamp loader activity, role in DNA damage checkpoint, nucleotide-excision repair, reciprocal meiotic recombination and Rad17 RFC-like complex localization",589,36.713,651,296,25,1,600,2,587,9.13e-108,334,99,
C4_02710C_A-T-p1,B9J08_002026,PIS54879.1,172376,173101,C4_02710C_A,Monothiol glutaredoxin [Source:UniProtKB/TrEMBL;Acc:Q5AF81],253,68.127,251,68,2,1,239,1,251,4.70e-118,335,99,
C4_02500C_A-T-p1,B9J08_002027,PIS54880.1,174767,178465,C4_02500C_A,Transcriptional regulator ADR1 [Source:UniProtKB/Swiss-Prot;Acc:Q5AF56],1418,43.316,1369,534,39,53,1230,99,1416,0.0,930,96,
CR_03070W_A-T-p1,B9J08_002028,PIS54881.1,178737,179051,CR_03070W_A,Protein DOM34 homolog [Source:UniProtKB/TrEMBL;Acc:A0A1D8PSD0],393,40.625,32,17,1,19,48,173,204,2.1,25.4,29,
C1_13190W_A-T-p1,B9J08_002029,PIS54882.1,179107,179586,C1_13190W_A,DUF4149 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PFM0],169,55.975,159,66,2,1,158,7,162,1.22e-60,183,99,
C1_13170C_A-T-p1,B9J08_002030,PIS54883.1,179725,183306,C1_13170C_A,DNA mismatch repair protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PFM1],1214,61.901,1210,421,12,14,1193,15,1214,0.0,1456,99,
C1_13180W_A-T-p1,B9J08_002031,PIS54884.1,183556,184275,C1_13180W_A,"Ortholog of C. dubliniensis CD36 : Cd36_12240, C. parapsilosis CDC317 : CPAR2_801750, C. auris B8441 : B9J08_002031, Candida tenuis NRRL Y-1498 : CANTEDRAFT_135403 and Pichia stipitis Pignal : PICST_29111",253,27.232,224,157,4,18,238,29,249,1.67e-26,101,92,
C1_13160W_A-T-p1,B9J08_002032,PIS54885.1,184277,185575,C1_13160W_A,NTP_transferase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5AL34],458,46.171,457,217,10,3,432,4,458,5.52e-133,388,99,
C1_13200C_A-T-p1,B9J08_002033,PIS54886.1,185855,187513,C1_13200C_A,RNA exonuclease 3 [Source:UniProtKB/Swiss-Prot;Acc:Q5AL29],404,43.979,382,195,7,143,514,26,398,5.03e-108,327,67,
C1_13220C_A-T-p1,B9J08_002034,PIS54887.1,188141,190405,C1_13220C_A,Palmitoyltransferase AKR1 [Source:UniProtKB/Swiss-Prot;Acc:Q5AL27],813,52.227,741,329,9,24,746,79,812,0.0,794,96,
C1_03150C_A-T-p1,B9J08_002035,PIS54888.1,190921,191757,C1_03150C_A,"(orf19.3007.2) Ortholog of C. dubliniensis CD36 : Cd36_02950, C. parapsilosis CDC317 : CPAR2_108520, C. auris B8441 : B9J08_002035 and Candida tenuis NRRL Y-1498 : CANTEDRAFT_100285",221,36.970,165,98,2,7,166,3,166,5.03e-36,126,58,
C1_13240W_A-T-p1,B9J08_002036,PIS54889.1,192144,193544,C1_13240W_A,"Protein of unknown function, Spider biofilm induced",422,23.693,287,135,10,94,346,182,418,8.68e-06,45.8,54,
C1_13250W_A-T-p1,B9J08_002037,PIS54890.1,194825,195958,C1_13250W_A,"Protein of unknown function, flow model biofilm induced, Spider biofilm induced",312,42.609,230,63,6,170,375,127,311,2.60e-39,140,55,
C1_13260W_A-T-p1,B9J08_002038,PIS54891.1,196764,196813,C1_13260W_A,Peptidylprolyl isomerase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PFM9],151,51.042,96,45,2,29,122,38,133,1.49e-32,110,73,
C1_13270W_A-T-p1,B9J08_002039,PIS54892.1,197009,197830,C1_13270W_A,Nicotinamide-nucleotide adenylyltransferase [Source:UniProtKB/TrEMBL;Acc:Q5AL24],298,47.797,295,128,6,3,273,4,296,1.15e-83,251,99,
C1_13290W_A-T-p1,B9J08_002040,PIS54893.1,197854,197865,C1_13290W_A,"Ortholog(s) have role in ascospore wall assembly and ascospore wall, prospore membrane localization",508,40.922,347,203,2,64,409,79,424,2.38e-84,265,81,
C4_00970C_A-T-p1,B9J08_002041,PIS54894.1,199809,214649,C4_00970C_A,Midasin [Source:UniProtKB/TrEMBL;Acc:A0A1D8PL61],5035,51.052,5134,2224,83,1,4945,1,5034,0.0,4731,99,
C4_00960W_A-T-p1,B9J08_002042,PIS54895.1,214700,215938,C4_00960W_A,Protein phosphatase [Source:UniProtKB/TrEMBL;Acc:Q5AME8],421,63.363,333,114,2,60,384,81,413,3.95e-153,437,79,
C4_00890W_A-T-p1,B9J08_002043,PIS54896.1,216600,221300,C4_00890W_A,Pentafunctional AROM polypeptide [Source:UniProtKB/Swiss-Prot;Acc:Q5AME2],1551,66.794,1566,500,10,4,1566,3,1551,0.0,2163,99,
C4_00880W_A-T-p1,B9J08_002044,PIS54897.1,221630,223258,C4_00880W_A,tRNA adenylyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PL79],531,43.038,553,277,9,1,541,1,527,7.37e-152,443,99,
C1_03480C_A-T-p1,B9J08_002047,PIS54898.1,223884,226658,C1_03480C_A,Age1p [Source:UniProtKB/TrEMBL;Acc:A0A1D8PD25],958,39.326,979,499,27,7,923,7,952,0.0,629,99,
C5_00690C_A-T-p1,B9J08_002048,PIS54899.1,227463,228293,C5_00690C_A,RNA polymerase II transcription factor B 38 kDa subunit [Source:UniProtKB/TrEMBL;Acc:A0A1D8PN00],360,52.685,298,117,5,1,274,63,360,1.22e-105,309,99,
C5_00610C_A-T-p1,B9J08_002049,PIS54900.1,228319,229482,C5_00610C_A,"Ortholog of C. dubliniensis CD36 : Cd36_50610, C. parapsilosis CDC317 : CPAR2_303690, C. auris B8441 : B9J08_002049 and Candida tenuis NRRL Y-1498 : CANTEDRAFT_93989",620,29.310,348,176,9,4,286,19,361,2.25e-20,90.9,73,
C5_00620W_A-T-p1,B9J08_002050,PIS54901.1,229766,230344,C5_00620W_A,EKC/KEOPS complex subunit CGI121 [Source:UniProtKB/Swiss-Prot;Acc:Q5A519],203,35.784,204,116,7,1,191,1,202,2.69e-31,110,99,
C5_00630C_A-T-p1,B9J08_002051,PIS54902.1,230364,232274,C5_00630C_A,Rad2 family nuclease [Source:UniProtKB/TrEMBL;Acc:A0A1D8PMZ2],699,46.372,565,236,12,1,508,1,555,3.26e-156,464,80,
C1_03460C_A-T-p1,B9J08_002052,PIS54903.1,232467,235064,C1_03460C_A,TEA domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PD17],990,28.862,738,404,31,1,640,9,723,1.94e-53,199,79,
C1_03470C_A-T-p1,B9J08_002053,PIS54904.1,235526,236671,C1_03470C_A,Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PD13],469,46.246,333,148,4,5,306,30,362,1.86e-92,283,79,
C5_01430C_A-T-p1,B9J08_002054,PIS54905.1,236942,238264,C5_01430C_A,"Protein wth a predicted role in transcription from RNA polymerase II promoters, Spider biofilm induced",460,50.000,482,176,12,1,439,1,460,1.13e-139,406,99,
C6_03930W_A-T-p1,B9J08_002055,PIS54906.1,238853,239410,C6_03930W_A,Opt8p [Source:UniProtKB/TrEMBL;Acc:Q5A8H9],718,44.118,34,16,1,145,178,666,696,0.15,30.4,18,
C5_01410C_A-T-p1,B9J08_002056,PIS54907.1,240155,242830,C5_01410C_A,ER membrane protein complex subunit 1 [Source:UniProtKB/TrEMBL;Acc:A0A1D8PN56],861,26.923,884,552,30,41,891,37,859,2.52e-67,239,96,
C5_01400W_A-T-p1,B9J08_002057,PIS54908.1,242893,244764,C5_01400W_A,Zn(2)-C6 fungal-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PN80],661,40.159,630,310,16,4,584,16,627,4.55e-149,444,93,
C5_01350W_A-T-p1,B9J08_002058,PIS54909.1,246506,248050,C5_01350W_A,Pex24p domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PN55],616,30.364,494,278,11,78,507,116,607,4.69e-70,233,84,
C5_01340W_A-T-p1,B9J08_002059,PIS54910.1,248458,249867,C5_01340W_A,NAD-dependent histone deacetylase HST3 [Source:UniProtKB/Swiss-Prot;Acc:Q5A1W9],487,57.279,419,154,8,1,413,1,400,3.96e-163,468,88,
C5_01320W_A-T-p1,B9J08_002060,PIS54911.1,250506,252320,C5_01320W_A,Non-specific serine/threonine protein kinase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PN61],618,81.142,578,87,5,36,600,47,615,0.0,912,94,
C5_01310W_A-T-p1,B9J08_002061,PIS54912.1,252697,253356,C5_01310W_A,U1 small nuclear ribonucleoprotein component SNU71 [Source:UniProtKB/TrEMBL;Acc:A0A1D8PN50],212,43.269,104,52,2,13,109,27,130,5.35e-23,90.5,44,
C5_01300C_A-T-p1,B9J08_002062,PIS54913.1,253871,254710,C5_01300C_A,YTH domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PN57],364,55.102,147,59,1,137,276,210,356,5.15e-56,182,50,
C5_01290C_A-T-p1,B9J08_002063,PIS54914.1,254858,255601,C5_01290C_A,"5-demethoxyubiquinone hydroxylase, mitochondrial [Source:UniProtKB/TrEMBL;Acc:A0A1D8PN46]",246,71.255,247,70,1,1,247,1,246,3.80e-131,368,100,
C5_01280C_A-T-p1,B9J08_002064,PIS54915.1,255888,257315,C5_01280C_A,"Kinetochore component, amount of Nuf2p and Mtw1p protein detected at each centromere is consistent with a single kinetochore microtubule attachment site",469,30.917,469,304,8,20,474,5,467,3.47e-59,199,96,
C5_01270W_A-T-p1,B9J08_002065,PIS54916.1,257407,259155,C5_01270W_A,MFS domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PN41],627,50.269,557,269,2,3,552,72,627,0.0,560,95,
C5_01250W_A-T-p1,B9J08_002066,PIS54917.1,259684,261639,C5_01250W_A,Gpr1p [Source:UniProtKB/TrEMBL;Acc:A0A1D8PN42],823,49.715,527,216,8,22,504,81,602,1.42e-162,485,74,
C4_01100C_A-T-p1,B9J08_002067,PIS54918.1,262765,264540,C4_01100C_A,AA_permease domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q5AMG7],568,46.346,561,295,5,18,574,3,561,2.54e-178,514,94,
C2_09230C_A-T-p1,B9J08_002068,PIS54919.1,265268,266305,C2_09230C_A,AMPKBI domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q59X47],412,57.106,387,112,6,4,345,23,400,9.02e-138,395,99,
CR_06610W_A-T-p1,B9J08_002069,PIS54920.1,268165,269136,CR_06610W_A,Alpha-factor pheromone receptor [Source:UniProtKB/TrEMBL;Acc:A0A1D8PTB4],469,37.383,214,116,3,53,248,168,381,2.51e-28,112,61,
CR_06830C_A-T-p1,B9J08_002070,PIS54921.1,269314,270177,CR_06830C_A,TYR_PHOSPHATASE_2 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q59MU0],281,56.610,295,104,6,1,286,1,280,2.45e-101,296,99,
CR_06820W_A-T-p1,B9J08_002071,PIS54922.1,270206,270640,CR_06820W_A,Ortholog(s) have mitochondrion localization,174,47.586,145,68,3,1,141,27,167,9.11e-39,127,98,
CR_06810W_A-T-p1,B9J08_002072,PIS54923.1,270918,271328,CR_06810W_A,Histone H3.1/H3.2 [Source:UniProtKB/Swiss-Prot;Acc:Q59VN2],136,97.059,136,4,0,1,136,1,136,1.08e-94,267,100,
CR_06800C_A-T-p1,B9J08_002073,PIS54924.1,271887,272198,CR_06800C_A,Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q59VN4],105,97.059,102,3,0,2,103,4,105,5.64e-66,192,99,
C2_04560W_A-T-p1,B9J08_002074,PIS54925.1,272279,273940,C2_04560W_A,Mannosyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PH51],479,34.000,350,170,5,93,442,137,425,1.03e-63,214,63,
CR_06780W_A-T-p1,B9J08_002075,PIS54926.1,274285,275285,CR_06780W_A,Ortholog(s) have histone deacetylase activity,340,57.349,347,134,8,1,341,1,339,3.17e-119,345,99,
CR_06770C_A-T-p1,B9J08_002076,PIS54927.1,275905,276564,CR_06770C_A,N-acetyltransferase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:Q59MT3],225,58.716,218,86,3,5,218,7,224,4.44e-86,252,98,
CR_07040W_A-T-p1,B9J08_002077,PIS54928.1,276848,278503,CR_07040W_A,N-acetyltransferase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PTE9],469,48.071,337,147,7,20,329,31,366,8.77e-111,336,56,
CR_07050C_A-T-p1,B9J08_002078,PIS54929.1,278670,285266,CR_07050C_A,Aspartate carbamoyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A1D8PTD1],2216,83.122,2210,356,10,1,2198,12,2216,0.0,3788,100,
CR_04620C_A-T-p1,B9J08_002079,PIS54930.1,290542,292239,CR_04620C_A,MFS domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PST5],505,26.639,488,318,12,45,513,7,473,1.49e-40,152,83,
CR_07960C_A-T-p1,B9J08_002080,PIS54931.1,292680,295766,CR_07960C_A,Potassium transport protein [Source:UniProtKB/TrEMBL;Acc:A0A1D8PTL7],1056,60.685,496,184,4,502,994,536,1023,0.0,629,79,
